Source,Target,Weight,Time
336,63,7,2013-11-04
7603,63,5,2012-07-11
176,63,5,2012-06-17
801,63,4,2012-06-24
105,63,2,2014-01-12
1551,63,2,2013-08-18
7588,63,2,2012-07-20
209,63,2,2012-06-08
392,63,2,2012-06-08
655,63,2,2011-04-12
1784,63,1,2014-07-07
199,63,1,2013-01-25
522,63,1,2012-06-27
177,63,1,2012-06-04
84,63,1,2011-05-14
537,63,1,2011-05-10
2483,63,1,2011-05-04
1095,63,1,2011-05-02
1083,63,1,2011-05-01
718,63,1,2011-04-30
565,63,1,2011-04-26
1222,63,1,2011-04-24
2453,63,1,2011-04-17
845,63,1,2011-04-12
224,63,1,2011-04-06
223,63,1,2011-03-24
63,899,8,2014-12-29
63,336,5,2013-10-23
63,1551,5,2013-11-29
63,176,5,2012-06-24
63,801,4,2012-06-24
63,105,2,2014-01-12
63,392,2,2012-06-08
63,84,2,2011-05-14
63,655,2,2011-04-12
63,1784,1,2014-07-06
63,522,1,2012-06-27
63,209,1,2012-06-08
63,875,1,2012-05-05
63,537,1,2011-05-10
63,2483,1,2011-05-03
63,1095,1,2011-05-02
63,1083,1,2011-05-01
63,718,1,2011-04-30
63,565,1,2011-04-26
63,1222,1,2011-04-24
63,2453,1,2011-04-17
63,845,1,2011-04-12
63,224,1,2011-04-06
63,223,1,2011-03-24
63,7604,-10,2013-05-18
63,7603,-10,2013-10-03
63,177,-10,2013-10-03
104,64,5,2013-11-24
2336,64,4,2014-05-04
281,64,4,2014-06-27
279,64,4,2014-04-14
953,64,3,2016-01-09
2436,64,3,2015-11-28
766,64,3,2015-06-27
7335,64,3,2015-05-22
114,64,3,2014-11-08
98,64,3,2014-11-27
233,64,3,2014-04-24
126,64,3,2014-04-22
192,64,3,2014-04-22
269,64,3,2014-04-22
530,64,3,2012-10-15
3406,64,2,2015-09-18
2293,64,2,2014-09-15
87,64,2,2014-01-24
824,64,2,2014-10-20
196,64,2,2013-02-07
70,64,2,2013-02-07
1351,64,2,2012-12-19
498,64,1,2015-05-20
1074,64,1,2015-03-30
1590,64,1,2015-02-17
246,64,1,2015-02-04
375,64,1,2014-11-12
2417,64,1,2014-06-13
376,64,1,2014-05-01
86,64,1,2014-04-22
94,64,1,2014-04-11
81,64,1,2013-11-28
155,64,1,2013-09-16
135,64,1,2013-02-10
491,64,1,2013-01-29
698,64,1,2013-01-19
285,64,1,2012-06-04
7403,64,1,2012-04-19
133,64,1,2012-02-05
2816,64,1,2012-01-20
64,269,3,2014-04-22
64,192,3,2014-04-22
64,126,3,2014-04-22
64,86,3,2014-04-22
64,7335,2,2015-09-01
64,242,2,2014-02-01
64,1070,2,2013-11-12
64,196,2,2013-11-01
64,70,2,2013-02-10
64,3406,1,2015-09-18
64,766,1,2015-09-08
64,2429,1,2015-06-23
64,2430,1,2015-06-22
64,902,1,2015-06-06
64,279,1,2015-02-04
64,3409,1,2014-10-15
64,2293,1,2014-09-15
64,281,1,2014-06-27
64,2416,1,2014-06-08
64,520,1,2014-05-05
64,1554,1,2014-04-16
64,1200,1,2014-04-13
64,155,1,2014-02-22
64,87,1,2014-02-01
64,114,1,2014-02-01
64,81,1,2013-11-28
64,135,1,2013-02-10
64,698,1,2013-01-16
64,700,1,2012-10-23
64,530,1,2012-09-26
64,133,1,2012-02-05
64,7365,-1,2014-09-08
64,176,-1,2012-11-05
64,7415,-2,2013-12-07
159,65,5,2012-05-22
113,65,5,2011-12-14
916,65,4,2011-06-09
272,65,3,2011-06-15
1271,65,2,2011-06-28
1939,65,2,2011-06-15
449,65,2,2011-06-04
140,65,2,2011-06-17
84,65,2,2011-06-12
484,65,1,2012-03-16
70,65,1,2012-02-07
588,65,1,2012-01-29
1258,65,1,2012-01-10
256,65,1,2011-12-19
77,65,1,2011-12-16
255,65,1,2011-12-14
145,65,1,2011-12-07
516,65,1,2011-12-06
155,65,1,2011-07-17
2682,65,1,2011-06-29
175,65,1,2011-06-23
1404,65,1,2011-06-17
2071,65,1,2011-06-17
1460,65,1,2011-06-14
467,65,1,2011-06-13
786,65,1,2011-06-09
862,65,1,2011-06-08
109,65,1,2011-06-08
341,65,1,2011-06-05
7570,65,1,2011-06-03
1248,65,1,2011-06-03
1651,65,1,2011-06-03
130,65,1,2011-06-02
1662,65,1,2011-06-02
2544,65,1,2011-05-29
1984,65,1,2011-05-27
850,65,1,2011-05-18
65,165,5,2013-12-12
65,113,5,2011-12-14
65,244,2,2013-03-23
65,272,2,2012-05-22
65,1271,2,2011-06-28
65,1939,2,2011-06-15
65,2018,2,2011-06-04
65,84,2,2011-06-12
65,140,2,2011-06-17
65,588,1,2012-01-29
65,66,1,2012-01-28
65,1258,1,2012-01-10
65,2159,1,2011-12-30
65,256,1,2011-12-19
65,77,1,2011-12-16
65,255,1,2011-12-14
65,145,1,2011-12-07
65,516,1,2011-12-06
65,155,1,2011-07-11
65,2682,1,2011-06-29
65,175,1,2011-06-23
65,1404,1,2011-06-17
65,2071,1,2011-06-17
65,1460,1,2011-06-14
65,467,1,2011-06-13
65,862,1,2011-06-08
65,109,1,2011-06-08
65,926,1,2011-06-06
65,341,1,2011-06-05
65,1248,1,2011-06-03
65,130,1,2011-06-02
65,1662,1,2011-06-02
65,2544,1,2011-05-29
65,1984,1,2011-05-27
65,1933,1,2011-05-27
65,850,1,2011-05-19
65,7604,-1,2013-03-26
65,7572,-10,2011-07-06
65,7596,-10,2011-06-16
65,7570,-10,2011-07-08
100,66,10,2013-01-14
1456,66,5,2012-08-21
101,66,3,2012-12-28
143,66,3,2012-09-23
482,66,3,2012-05-22
2851,66,2,2012-02-24
159,66,2,2012-02-07
124,66,1,2012-10-05
190,66,1,2012-07-25
306,66,1,2012-06-09
70,66,1,2012-03-21
686,66,1,2012-03-12
409,66,1,2012-02-23
2856,66,1,2012-02-23
2594,66,1,2012-02-22
83,66,1,2012-02-21
133,66,1,2012-02-20
97,66,1,2012-02-20
513,66,1,2012-02-15
1449,66,1,2012-02-08
1300,66,1,2012-02-08
98,66,1,2012-02-08
738,66,1,2012-01-29
483,66,1,2011-09-02
1720,66,1,2011-08-16
253,66,1,2011-08-10
1473,66,1,2011-08-09
66,1242,5,2011-07-25
66,143,3,2012-09-16
66,101,2,2012-12-28
66,124,2,2012-10-05
66,98,2,2012-02-08
66,159,2,2012-02-07
66,100,2,2012-01-30
66,482,2,2011-08-13
66,1456,1,2012-08-22
66,70,1,2012-03-21
66,686,1,2012-03-12
66,2851,1,2012-02-24
66,409,1,2012-02-23
66,2856,1,2012-02-23
66,2594,1,2012-02-22
66,83,1,2012-02-21
66,133,1,2012-02-20
66,97,1,2012-02-20
66,1449,1,2012-02-08
66,1300,1,2012-02-08
66,1646,1,2012-01-31
66,738,1,2012-01-29
66,483,1,2011-09-02
66,1720,1,2011-08-16
66,253,1,2011-08-10
66,1473,1,2011-08-09
66,7603,-2,2012-09-11
316,67,3,2011-12-16
87,67,2,2013-10-26
102,67,2,2013-10-24
159,67,2,2012-02-03
69,67,2,2012-02-08
588,67,2,2012-02-05
1289,67,2,2012-01-01
256,67,2,2012-01-19
615,67,2,2011-11-06
1068,67,1,2013-06-20
422,67,1,2013-06-16
130,67,1,2013-04-04
1363,67,1,2013-04-04
1843,67,1,2013-04-01
641,67,1,2013-02-27
95,67,1,2013-01-07
752,67,1,2012-12-23
746,67,1,2012-11-15
296,67,1,2012-10-16
453,67,1,2012-08-21
136,67,1,2012-08-13
5342,67,1,2012-08-13
1327,67,1,2012-07-26
85,67,1,2012-07-01
411,67,1,2012-06-25
137,67,1,2012-06-24
988,67,1,2012-06-24
260,67,1,2012-06-12
1150,67,1,2012-06-01
1760,67,1,2012-04-24
110,67,1,2012-02-23
634,67,1,2012-02-08
360,67,1,2012-01-20
70,67,1,2012-03-30
135,67,1,2012-01-02
255,67,1,2011-12-08
211,67,1,2011-12-08
79,67,1,2011-12-07
1603,67,1,2011-11-26
1290,67,1,2011-11-25
2800,67,1,2011-11-24
1288,67,1,2011-11-23
1730,67,1,2011-11-14
67,746,10,2012-11-20
67,70,4,2012-02-08
67,256,3,2012-01-19
67,87,2,2013-10-26
67,102,2,2013-10-24
67,69,2,2012-02-08
67,588,2,2012-02-05
67,255,2,2011-12-08
67,79,2,2011-12-07
67,316,2,2011-12-07
67,615,2,2011-11-06
67,1068,1,2013-06-20
67,422,1,2013-06-16
67,1363,1,2013-04-04
67,1843,1,2013-04-01
67,641,1,2013-02-27
67,95,1,2013-01-07
67,752,1,2012-12-23
67,296,1,2012-10-16
67,2247,1,2012-08-24
67,453,1,2012-08-21
67,136,1,2012-08-13
67,5342,1,2012-08-13
67,85,1,2012-07-01
67,411,1,2012-06-25
67,137,1,2012-06-24
67,988,1,2012-06-24
67,1327,1,2012-06-23
67,260,1,2012-06-12
67,1150,1,2012-06-01
67,1760,1,2012-04-24
67,110,1,2012-02-23
67,634,1,2012-02-08
67,159,1,2012-02-03
67,360,1,2012-01-20
67,135,1,2012-01-02
67,1289,1,2011-12-28
67,211,1,2011-12-08
67,1603,1,2011-11-26
67,1290,1,2011-11-25
67,2800,1,2011-11-24
67,1288,1,2011-11-23
67,1730,1,2011-11-14
814,68,10,2012-12-23
1807,68,10,2012-10-17
7336,68,10,2012-10-10
124,68,7,2013-01-14
2262,68,5,2012-10-10
296,68,4,2012-10-11
1364,68,3,2013-04-05
457,68,3,2013-01-03
591,68,3,2012-10-08
1866,68,2,2013-07-05
884,68,2,2013-01-30
177,68,2,2012-10-03
599,68,1,2013-03-15
1537,68,1,2013-02-05
3121,68,1,2013-01-31
881,68,1,2013-01-15
1828,68,1,2013-01-14
3099,68,1,2013-01-06
2272,68,1,2012-12-21
2297,68,1,2012-12-12
1051,68,1,2012-12-01
1531,68,1,2012-10-31
3029,68,1,2012-10-10
1168,68,1,2012-10-10
1804,68,1,2012-10-10
1803,68,1,2012-10-09
1105,68,1,2012-10-04
627,68,1,2012-10-03
166,68,1,2012-09-27
125,68,-1,2014-10-10
68,814,10,2012-12-06
68,457,4,2013-01-03
68,296,4,2012-10-11
68,1364,3,2013-04-05
68,1866,2,2013-07-05
68,884,2,2013-01-30
68,881,2,2013-01-28
68,2262,2,2012-10-10
68,1803,2,2012-10-09
68,177,2,2012-10-04
68,178,1,2013-10-16
68,599,1,2013-03-15
68,1537,1,2013-02-05
68,3121,1,2013-01-31
68,1828,1,2013-01-14
68,3099,1,2013-01-06
68,2272,1,2012-12-21
68,2297,1,2012-12-12
68,1051,1,2012-12-01
68,124,1,2012-11-22
68,1531,1,2012-10-31
68,1807,1,2012-10-17
68,7336,1,2012-10-10
68,3029,1,2012-10-10
68,1804,1,2012-10-10
68,1168,1,2012-10-10
68,591,1,2012-10-08
68,627,1,2012-10-03
68,1105,1,2012-10-03
68,3024,1,2012-10-03
68,166,1,2012-09-27
68,7602,-10,2013-03-26
68,7601,-10,2013-03-26
68,7599,-10,2013-03-26
68,7598,-10,2013-03-26
68,7600,-10,2013-03-25
68,7334,-10,2013-03-25
68,7604,-10,2013-03-25
68,408,-10,2012-09-21
2171,69,10,2012-02-04
798,69,5,2012-03-15
232,69,5,2012-02-05
197,69,3,2012-04-03
98,69,3,2012-03-21
2177,69,2,2012-04-13
204,69,2,2012-04-13
171,69,2,2012-04-05
198,69,2,2012-04-04
1757,69,2,2012-03-27
370,69,2,2012-04-04
277,69,2,2012-02-20
142,69,2,2012-05-22
117,69,2,2012-03-29
235,69,2,2012-02-15
159,69,2,2012-02-12
453,69,2,2012-02-09
1302,69,2,2012-02-03
2163,69,2,2012-01-29
2241,69,1,2012-08-15
1780,69,1,2012-06-21
317,69,1,2012-05-13
1760,69,1,2012-04-13
1494,69,1,2012-04-06
1495,69,1,2012-04-05
1759,69,1,2012-04-04
2196,69,1,2012-04-04
800,69,1,2012-04-04
97,69,1,2012-04-03
1758,69,1,2012-04-03
161,69,1,2012-04-03
2874,69,1,2012-04-02
90,69,1,2012-04-02
258,69,1,2012-03-27
1318,69,1,2012-03-27
623,69,1,2012-03-23
739,69,1,2012-03-21
1752,69,1,2012-03-21
487,69,1,2012-04-01
1144,69,1,2012-03-15
266,69,1,2012-03-15
857,69,1,2012-03-14
257,69,1,2012-03-12
2863,69,1,2012-02-29
2861,69,1,2012-02-27
1749,69,1,2012-02-19
2850,69,1,2012-02-19
7550,69,1,2012-02-19
2847,69,1,2012-02-15
2176,69,1,2012-02-14
146,69,1,2012-02-13
70,69,1,2012-02-13
2169,69,1,2012-02-08
2153,69,1,2012-02-08
256,69,1,2012-02-08
1485,69,1,2012-02-06
686,69,1,2012-01-30
7592,69,1,2012-01-30
939,69,1,2012-01-30
156,69,1,2012-01-29
738,69,1,2012-01-29
229,69,-1,2013-05-23
1569,69,-10,2013-06-06
69,232,5,2012-02-05
69,98,3,2012-03-22
69,197,3,2012-04-03
69,1302,3,2012-03-21
69,171,2,2012-04-05
69,198,2,2012-04-04
69,1757,2,2012-03-27
69,487,2,2012-04-01
69,370,2,2012-04-04
69,235,2,2012-02-15
69,1748,2,2012-03-01
69,453,2,2012-02-10
69,346,2,2012-02-05
69,2241,1,2012-08-15
69,1780,1,2012-06-21
69,317,1,2012-05-22
69,2177,1,2012-04-13
69,1760,1,2012-04-16
69,204,1,2012-04-13
69,1495,1,2012-04-05
69,1759,1,2012-04-04
69,2196,1,2012-04-04
69,800,1,2012-04-04
69,97,1,2012-04-03
69,1758,1,2012-04-03
69,161,1,2012-04-03
69,2874,1,2012-04-02
69,90,1,2012-04-02
69,258,1,2012-03-27
69,1318,1,2012-03-27
69,623,1,2012-03-23
69,739,1,2012-03-21
69,1752,1,2012-03-21
69,1144,1,2012-03-15
69,266,1,2012-03-15
69,2183,1,2012-03-14
69,857,1,2012-03-14
69,257,1,2012-03-12
69,2863,1,2012-02-29
69,2861,1,2012-02-27
69,277,1,2012-02-20
69,1749,1,2012-02-19
69,2850,1,2012-02-19
69,7550,1,2012-02-19
69,142,1,2012-02-17
69,117,1,2012-02-16
69,2847,1,2012-02-15
69,939,1,2012-02-13
69,146,1,2012-02-13
69,70,1,2012-02-13
69,2169,1,2012-02-08
69,2153,1,2012-02-08
69,256,1,2012-02-08
69,1485,1,2012-02-06
69,2171,1,2012-02-03
69,2121,1,2012-02-03
69,686,1,2012-01-31
69,2163,1,2012-01-29
69,156,1,2012-01-29
69,738,1,2012-01-29
69,798,-1,2012-07-13
69,7592,-10,2012-01-31
279,70,5,2014-04-14
149,70,4,2013-01-10
360,70,3,2012-09-01
190,70,3,2013-01-01
98,70,3,2013-03-22
133,70,3,2012-05-27
427,70,2,2012-11-21
1767,70,2,2012-10-23
1308,70,2,2012-02-23
346,70,2,2012-02-05
142,70,2,2012-02-17
114,70,1,2014-03-03
196,70,1,2013-04-21
966,70,1,2013-03-21
591,70,1,2012-12-18
140,70,1,2012-11-26
106,70,1,2012-09-01
117,70,1,2012-02-16
108,70,1,2012-02-12
2175,70,1,2012-02-12
277,70,1,2012-02-19
75,70,1,2012-02-09
1140,70,1,2012-02-06
232,70,1,2012-01-26
371,70,1,2012-02-15
156,70,1,2012-01-23
211,70,1,2012-01-21
203,70,1,2012-01-18
7565,70,1,2012-01-07
491,70,-1,2012-11-11
70,133,3,2012-06-11
70,279,2,2013-08-18
70,1767,2,2012-10-23
70,196,1,2013-03-24
70,966,1,2013-03-21
70,114,1,2013-03-13
70,698,1,2013-01-26
70,140,1,2012-11-26
70,360,1,2012-09-01
70,106,1,2012-09-01
70,427,1,2012-08-24
70,190,1,2012-06-30
70,258,1,2012-03-29
70,7387,1,2012-03-09
70,1308,1,2012-02-23
70,117,1,2012-02-16
70,2175,1,2012-02-12
70,277,1,2012-03-30
70,75,1,2012-02-09
70,346,1,2012-03-30
70,98,1,2012-02-05
70,108,1,2012-03-30
70,142,1,2012-03-30
70,232,1,2012-01-26
70,371,1,2012-02-15
70,156,1,2012-01-23
70,149,1,2012-08-24
70,211,1,2012-03-10
70,203,1,2012-01-18
70,7580,-1,2012-10-05
70,491,-1,2012-11-11
70,7603,-1,2012-08-27
70,7388,-1,2012-04-10
70,7565,-1,2012-08-27
296,71,10,2013-02-03
243,71,10,2013-01-31
745,71,10,2012-09-27
968,71,8,2013-01-04
220,71,8,2012-08-14
349,71,8,2012-07-27
457,71,5,2012-12-07
1233,71,5,2012-06-28
1791,71,3,2012-08-31
742,71,3,2012-08-24
2969,71,2,2012-08-29
954,71,1,2012-09-11
2234,71,1,2012-07-26
1331,71,1,2012-07-17
486,71,1,2012-06-23
2223,71,1,2012-06-03
800,71,1,2012-05-29
71,243,8,2013-01-25
71,968,8,2013-01-04
71,349,8,2012-08-14
71,745,7,2012-06-18
71,296,5,2013-02-04
71,1791,3,2012-08-31
71,1233,3,2012-06-28
71,486,3,2012-06-23
71,800,3,2012-05-29
71,457,2,2012-12-09
71,742,2,2012-06-01
71,954,1,2012-09-11
71,2234,1,2012-07-26
71,2969,1,2012-07-18
71,1331,1,2012-07-16
71,2223,1,2012-06-03
262,72,10,2013-06-08
416,72,5,2014-01-29
118,72,4,2014-03-07
222,72,4,2014-05-23
546,72,4,2011-09-27
288,72,3,2014-02-04
935,72,3,2014-01-20
132,72,3,2011-07-20
830,72,2,2013-12-19
6369,72,2,2013-06-04
115,72,2,2013-05-24
2768,72,2,2011-10-26
2761,72,2,2011-09-21
1718,72,2,2011-08-14
77,72,2,2011-07-18
324,72,2,2011-05-09
181,72,2,2011-05-09
3347,72,1,2014-01-21
154,72,1,2014-01-19
896,72,1,2013-12-30
650,72,1,2013-12-29
280,72,1,2013-12-29
292,72,1,2013-12-27
158,72,1,2013-12-26
1838,72,1,2013-12-19
219,72,1,2013-05-29
1475,72,1,2011-09-20
113,72,1,2011-09-20
2762,72,1,2011-09-20
632,72,1,2011-09-20
284,72,1,2011-09-20
507,72,1,2011-09-16
1476,72,1,2011-09-02
447,72,1,2011-05-09
568,72,1,2011-05-09
99,72,1,2011-04-21
362,72,-2,2014-09-22
72,262,8,2013-06-08
72,118,5,2014-03-07
72,416,5,2014-01-29
72,222,4,2014-02-11
72,935,3,2014-01-20
72,830,2,2013-12-19
72,219,2,2013-06-04
72,6369,2,2013-06-04
72,1476,2,2011-09-02
72,77,2,2011-07-18
72,324,2,2011-05-09
72,3347,1,2014-01-21
72,154,1,2014-01-19
72,896,1,2013-12-30
72,650,1,2013-12-29
72,280,1,2013-12-29
72,292,1,2013-12-27
72,158,1,2013-12-26
72,1838,1,2013-12-19
72,115,1,2013-05-24
72,546,1,2011-09-27
72,2761,1,2011-09-21
72,1475,1,2011-09-20
72,113,1,2011-09-20
72,2762,1,2011-09-20
72,632,1,2011-09-20
72,284,1,2011-09-20
72,507,1,2011-09-16
72,1279,1,2011-08-23
72,132,1,2011-07-16
72,447,1,2011-05-09
72,568,1,2011-05-09
72,181,1,2011-05-09
72,99,1,2011-04-21
72,2449,1,2011-04-16
72,362,-3,2014-03-07
124,73,9,2012-12-09
120,73,7,2014-06-24
112,73,4,2012-11-28
82,73,3,2014-09-05
207,73,2,2014-12-09
163,73,2,2014-06-27
85,73,2,2014-05-07
463,73,2,2013-09-05
83,73,2,2013-04-07
156,73,2,2013-03-27
171,73,2,2012-12-27
103,73,2,2014-05-31
172,73,2,2013-01-13
1054,73,2,2012-12-27
528,73,1,2014-06-04
526,73,1,2014-06-03
3346,73,1,2014-01-31
7412,73,1,2013-10-31
95,73,1,2013-09-18
116,73,1,2013-08-30
262,73,1,2013-06-13
227,73,1,2013-06-09
494,73,1,2013-06-02
88,73,1,2013-05-31
460,73,1,2013-04-15
97,73,1,2013-03-30
155,73,1,2013-03-20
214,73,1,2013-02-08
136,73,1,2012-12-28
883,73,1,2012-12-28
1056,73,1,2012-12-26
331,73,1,2012-12-10
1051,73,1,2012-12-07
199,73,1,2012-12-07
123,73,1,2012-12-07
332,73,1,2012-12-06
92,73,1,2012-12-06
177,73,1,2012-12-02
278,73,1,2012-10-31
228,73,1,2012-10-24
813,73,1,2012-10-22
2336,73,-1,2014-04-30
188,73,-1,2013-02-24
73,120,7,2014-06-24
73,883,4,2012-12-28
73,112,4,2012-11-28
73,82,3,2014-09-05
73,207,2,2014-12-09
73,163,2,2014-06-27
73,85,2,2014-05-07
73,463,2,2013-09-05
73,83,2,2013-04-06
73,214,2,2013-02-08
73,103,2,2014-05-31
73,172,2,2013-01-13
73,1054,2,2012-12-27
73,1051,2,2012-12-08
73,332,2,2012-12-09
73,95,2,2013-09-18
73,222,1,2014-06-13
73,528,1,2014-06-04
73,526,1,2014-06-03
73,3346,1,2014-01-31
73,88,1,2014-01-31
73,3342,1,2014-01-07
73,7412,1,2013-10-31
73,116,1,2013-08-30
73,728,1,2013-06-17
73,262,1,2013-06-13
73,227,1,2013-06-09
73,494,1,2013-06-02
73,460,1,2013-04-15
73,97,1,2013-03-30
73,156,1,2013-03-27
73,155,1,2013-03-10
73,136,1,2012-12-28
73,171,1,2012-12-27
73,1056,1,2012-12-26
73,331,1,2012-12-09
73,199,1,2012-12-07
73,123,1,2012-12-07
73,92,1,2012-12-06
73,278,1,2012-10-31
73,228,1,2012-10-24
73,813,1,2012-10-22
73,2336,-1,2014-04-30
73,7595,-1,2013-03-30
73,124,-1,2014-03-24
73,7525,-10,2013-07-22
73,177,-10,2013-07-19
73,7604,-10,2013-03-30
73,7464,-10,2012-12-11
7604,74,10,2013-03-25
1263,74,5,2011-06-21
1259,74,5,2011-06-07
312,74,5,2011-06-09
1605,74,4,2011-06-10
1448,74,3,2011-06-22
389,74,2,2012-04-10
1648,74,2,2011-05-23
1620,74,2,2011-05-12
131,74,2,2011-02-05
625,74,1,2011-01-01
1127,74,1,2010-12-29
824,74,1,2014-08-16
2857,74,1,2012-04-14
367,74,1,2011-05-23
293,74,1,2011-02-03
1087,74,1,2011-02-01
168,74,1,2010-11-11
74,1017,6,2011-06-21
74,1263,5,2011-06-21
74,131,4,2011-02-15
74,1259,3,2011-06-21
74,1448,2,2011-06-21
74,1648,2,2011-05-23
74,1620,2,2011-05-12
74,1605,2,2011-04-11
74,625,1,2011-01-01
74,1127,1,2010-12-29
74,1402,1,2011-04-14
74,1087,1,2011-02-01
74,168,1,2010-12-06
74,312,1,2010-12-06
78,75,3,2012-07-21
210,75,3,2011-09-13
212,75,3,2011-09-08
169,75,3,2011-05-22
152,75,2,2011-09-14
326,75,2,2011-06-04
216,75,2,2011-05-19
95,75,1,2012-12-19
85,75,1,2012-11-07
198,75,1,2012-09-11
5342,75,1,2012-08-07
266,75,1,2012-07-13
411,75,1,2012-07-01
204,75,1,2012-05-16
255,75,1,2012-03-11
133,75,1,2012-02-23
256,75,1,2012-02-06
315,75,1,2011-10-24
854,75,1,2011-09-02
226,75,1,2011-06-27
76,75,1,2011-06-27
132,75,1,2011-06-25
401,75,1,2011-06-13
7394,75,1,2011-06-02
719,75,1,2011-06-01
775,75,1,2011-05-29
467,75,1,2011-05-27
328,75,1,2011-05-22
568,75,1,2011-05-20
918,75,1,2011-05-19
1417,75,1,2011-05-18
1100,75,1,2011-05-16
75,78,3,2012-07-21
75,210,3,2011-09-13
75,266,2,2012-08-07
75,152,2,2011-09-14
75,326,2,2011-06-04
75,1100,2,2011-06-01
75,216,2,2011-05-19
75,95,1,2012-12-19
75,85,1,2012-11-07
75,198,1,2012-09-11
75,5342,1,2012-08-07
75,411,1,2012-07-01
75,204,1,2012-05-16
75,255,1,2012-03-11
75,133,1,2012-02-23
75,256,1,2012-02-06
75,315,1,2011-10-24
75,212,1,2011-09-08
75,854,1,2011-09-02
75,226,1,2011-06-27
75,76,1,2011-06-27
75,132,1,2011-06-25
75,401,1,2011-06-13
75,7394,1,2011-06-02
75,719,1,2011-06-01
75,775,1,2011-05-29
75,467,1,2011-05-27
75,169,1,2011-05-22
75,328,1,2011-05-22
75,568,1,2011-05-20
75,918,1,2011-05-19
75,1417,1,2011-05-18
2685,76,10,2011-06-22
2696,76,10,2011-06-30
2626,76,10,2011-06-12
2046,76,10,2011-06-09
2037,76,10,2011-06-08
314,76,3,2011-06-26
97,76,3,2011-06-22
678,76,3,2011-06-11
240,76,3,2011-06-09
79,76,2,2011-07-26
853,76,2,2011-06-23
303,76,2,2011-06-17
1011,76,2,2011-06-16
254,76,2,2011-06-12
1684,76,1,2011-07-25
78,76,1,2011-07-21
77,76,1,2011-07-11
1258,76,1,2011-06-12
84,76,1,2011-06-12
672,76,1,2011-06-08
480,76,1,2011-06-08
408,76,1,2011-06-07
911,76,1,2011-06-07
1941,76,1,2011-06-06
5342,76,-5,2012-11-07
76,240,10,2011-06-06
76,303,3,2011-06-21
76,853,2,2011-06-23
76,2685,1,2011-06-22
76,1684,1,2011-07-25
76,78,1,2011-07-21
76,79,1,2011-07-20
76,77,1,2011-07-11
76,2696,1,2011-06-30
76,314,1,2011-06-26
76,97,1,2011-06-22
76,1011,1,2011-06-16
76,130,1,2011-06-14
76,339,1,2011-06-12
76,1258,1,2011-06-12
76,2626,1,2011-06-12
76,84,1,2011-06-12
76,2046,1,2011-06-09
76,619,1,2011-06-08
76,678,1,2011-06-08
76,672,1,2011-06-08
76,480,1,2011-06-08
76,2037,1,2011-06-08
76,408,1,2011-06-07
76,911,1,2011-06-07
76,1941,1,2011-06-21
132,77,4,2011-07-15
1328,77,3,2012-06-13
78,77,3,2011-06-10
161,77,2,2012-05-29
155,77,2,2011-07-28
938,77,2,2011-07-15
265,77,2,2011-06-20
1118,77,2,2011-06-09
545,77,1,2012-12-10
89,77,1,2012-10-08
177,77,1,2012-06-16
1715,77,1,2012-02-18
777,77,1,2011-12-30
4934,77,1,2011-12-14
384,77,1,2011-10-06
926,77,1,2011-07-28
664,77,1,2011-07-18
231,77,1,2011-07-16
131,77,1,2011-07-14
2667,77,1,2011-07-10
403,77,1,2011-07-09
857,77,1,2011-07-08
1638,77,1,2011-07-08
853,77,1,2011-07-07
660,77,1,2011-07-07
516,77,1,2011-07-07
1440,77,1,2011-07-06
408,77,1,2011-07-01
77,132,4,2011-07-15
77,155,3,2011-07-28
77,78,3,2011-06-10
77,268,2,2012-08-18
77,161,2,2012-05-29
77,131,2,2011-07-14
77,938,2,2011-07-15
77,408,2,2011-07-01
77,89,1,2012-10-08
77,177,1,2012-06-16
77,545,1,2012-06-02
77,1328,1,2012-05-31
77,777,1,2011-12-30
77,4934,1,2011-12-13
77,384,1,2011-10-06
77,926,1,2011-07-28
77,664,1,2011-07-18
77,231,1,2011-07-16
77,140,1,2011-07-10
77,2667,1,2011-07-10
77,403,1,2011-07-09
77,857,1,2011-07-08
77,1638,1,2011-07-08
77,853,1,2011-07-07
77,660,1,2011-07-07
77,516,1,2011-07-07
77,1440,1,2011-07-06
77,265,1,2011-06-20
77,1118,1,2011-06-10
623,78,6,2012-07-17
721,78,5,2011-07-21
142,78,3,2012-10-26
106,78,3,2012-09-23
146,78,3,2012-06-04
1133,78,3,2011-07-17
319,78,2,2012-07-16
90,78,2,2012-08-17
629,78,2,2011-08-29
1428,78,2,2011-06-18
1249,78,2,2011-06-10
511,78,2,2011-06-08
474,78,2,2011-06-07
203,78,1,2012-08-30
356,78,1,2012-08-09
739,78,1,2012-07-16
550,78,1,2012-07-14
1758,78,1,2012-07-06
487,78,1,2012-07-04
1511,78,1,2012-07-03
1137,78,1,2012-07-02
161,78,1,2012-07-02
260,78,1,2012-06-27
955,78,1,2012-05-18
798,78,1,2012-02-18
277,78,1,2012-02-16
632,78,1,2012-01-05
7526,78,1,2011-11-29
1290,78,1,2011-11-25
1022,78,1,2011-10-18
1021,78,1,2011-08-15
2739,78,1,2011-08-15
1473,78,1,2011-08-10
1638,78,1,2011-08-02
154,78,1,2011-08-01
2083,78,1,2011-07-23
113,78,1,2011-07-23
403,78,1,2011-07-20
1465,78,1,2011-07-17
1132,78,1,2011-07-13
543,78,1,2011-07-12
